"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"153",1007277,"Feels Like Home",3978304,"Anthony",NA,"Woodstock",45.4892,-122.62098,"Entire home/apt",60,30,373,"2020-03-19",4.56,1,37
"154",1009218,"Perfect SE Location: Classic Portland Experience",1284016,"Stacey",NA,"Buckman",45.52275,-122.64911,"Entire home/apt",95,3,115,"2020-03-14",1.3,1,53
"155",1011906,"Shaman Perch
Best View In Portland",5566717,"Enrique",NA,"Goose Hollow",45.51526,-122.69344,"Entire home/apt",95,30,158,"2020-03-02",1.8,1,365
"156",1018584,"A Cozy Corner + Cedar Hottub in Alberta Arts",296928,"Tree Marie",NA,"Vernon",45.56435,-122.64766,"Private room",35,30,124,"2019-11-11",1.92,1,66
"157",1028153,"Private Room - Historic Kenton Area",5658275,"Ryan",NA,"Kenton",45.57955,-122.68668,"Private room",55,2,64,"2020-02-17",1.08,1,82
"158",1036774,"""The Portland Purple House 1""",5707629,"Arlene & Jeff",NA,"Roseway",45.55193,-122.59341,"Private room",40,2,29,"2020-01-31",0.37,2,63
"159",1046001,"Alberta Arts Custom Basement Room",2236909,"Shane",NA,"King",45.56138,-122.65826,"Private room",37,30,73,"2020-06-28",0.83,6,341
"160",1063635,"Quiet bedroom near Hawthorne District",5742402,"Mark",NA,"Richmond",45.50951,-122.6311,"Private room",65,2,95,"2020-03-14",1.52,1,0
"161",1086146,"Spacious Urban Retreat",5970172,"Dj",NA,"Parkrose",45.55799,-122.55755,"Entire home/apt",225,2,127,"2020-05-17",1.45,1,362
"162",1100793,"Family Friendly, Walk to train, parks, everything",496929,"Sam",NA,"Sellwood-Moreland Improvement League",45.47929,-122.64483,"Entire home/apt",150,4,12,"2019-06-22",0.18,1,147
"163",1103529,"The Hen House: Private unit in NE",6060622,"Norah",NA,"King",45.55013,-122.65882,"Entire home/apt",75,1,405,"2020-05-04",4.62,2,261
"164",1107789,"Cozy Portland Studio Apartment",6000443,"Cara",NA,"Buckman",45.52114,-122.64478,"Entire home/apt",60,2,540,"2020-04-10",6.2,1,296
"165",1119763,"Maple Cottage PDX/ Fun Historic Mississippi Ave.",2749411,"Mariah",NA,"Boise",45.55351,-122.67402,"Entire home/apt",70,3,169,"2020-06-23",4.51,1,318
"166",1123780,"Airport~Private Entrance",2946939,"Jennifer",NA,"Cully",45.55857,-122.61983,"Private room",50,2,292,"2020-05-05",3.37,2,141
"167",1124057,"Airport~Portlandia's ""Rent It Out"" House",2946939,"Jennifer",NA,"Cully",45.56144,-122.62007,"Private room",57,1,434,"2020-03-17",5,2,94
"168",1129330,"Spacious Modern Montavilla Studio",215610,"Elizabeth",NA,"Montavilla",45.51271,-122.57043,"Entire home/apt",65,1,10,"2020-02-24",0.14,1,0
"169",1139014,"NE IRVINGTON 1926 CHARMING BUNGALOW",5513212,"Danielle",NA,"Irvington",45.54275,-122.65717,"Entire home/apt",200,30,13,"2019-07-03",0.16,1,157
"170",1151857,"Bright & Spacious, Opal 28 Queen Suite #2",6313800,"Margot",NA,"Kerns",45.52572,-122.6377,"Entire home/apt",130,2,104,"2020-07-01",1.35,8,124
"171",1170813,"Private large studio apartment.  ",2513602,"Jeannette",NA,"Cully",45.5597,-122.6175,"Entire home/apt",110,1,383,"2020-03-07",4.41,2,331
"172",1171356,"Yellow room in Woodstock with central air con!",190651,"Shannon",NA,"Woodstock",45.47937,-122.6065,"Private room",55,2,307,"2019-11-11",3.57,2,0
"173",1171875,"Orange room w/Queen bed and central air con!",190651,"Shannon",NA,"Woodstock",45.47945,-122.6043,"Private room",55,2,265,"2020-03-07",3.07,2,0
"174",1193068,"Rosie Room at Farmhouse Cottage",1996078,"Sally K",NA,"Marshall Park",45.4572,-122.68988,"Private room",85,30,9,"2019-12-19",0.11,3,187
"175",1194120,"Cozy Hawthorne Hideaway-2 BD",6525571,"Kathy",NA,"Hosford-Abernethy",45.50968,-122.65247,"Entire home/apt",149,2,339,"2020-03-15",3.98,1,353
"176",1194370,"Cozy mud hut with big bridge view",6526820,"Ivy",NA,"Cathedral Park",45.59175,-122.76066,"Private room",69,30,500,"2019-12-29",5.98,1,89
"177",1194589,"Artisan Sanctuary",5927807,"Margo",NA,"Humboldt",45.5608,-122.67,"Entire home/apt",59,2,406,"2020-03-08",4.7,1,312
"178",1209612,"WATERFRONT, NW  DISTRICT CONDO",6510017,"Irene & Steve",NA,"Old Town/Chinatown",45.52667,-122.67219,"Entire home/apt",1500,30,64,"2015-07-27",0.82,1,365
"179",1212772,"Bright and Modern Cabin-Alberta PDX",6033455,"Bryan And Jessica",NA,"Concordia",45.56206,-122.63666,"Entire home/apt",166,30,178,"2019-07-01",2.09,1,1
"180",1212986,"Whole House  w/  Patio",6379380,"Julio",NA,"Mt. Scott-Arleta",45.47835,-122.597,"Entire home/apt",75,2,32,"2019-10-13",0.38,2,342
"181",1213052,"Alberta Arts Bungalow - 4 Bedroom",6621964,"Amy",NA,"King",45.55713,-122.65191,"Entire home/apt",325,2,171,"2020-06-27",2.01,1,310
"182",1232883,"Private Apartment:Jetted Tub, LGBTQ & 420 Friendly",4456464,"Maylene & Charity",NA,"Kenton",45.58036,-122.68814,"Entire home/apt",75,3,313,"2020-03-22",3.64,1,0
"183",1239809,"Your home away from home  w/private bath!",6757935,"Dev",NA,"King",45.56272,-122.65663,"Private room",62,28,18,"2019-09-03",0.21,1,364
"184",1242928,"Modern Loft, Condo in NE Portland (30-day minimum)",6774413,"Duane",NA,"Humboldt",45.55856,-122.66766,"Entire home/apt",100,30,99,"2019-10-03",1.74,1,73
"185",1242968,"Bright and Creative Near Downtown!",6416589,"Adam And Arthur",NA,"Boise",45.553,-122.6766,"Private room",70,1,609,"2020-03-27",7.09,5,0
"186",1243615,"Captain's Bed at SW PDX Cottage ",1996078,"Sally K",NA,"Marshall Park",45.45847,-122.69122,"Private room",85,30,4,"2019-06-14",0.06,3,187
"187",1261196,"Vintage Portland Home—8 Minutes to Downtown!",234549,"Kerry",NA,"Kerns",45.52483,-122.64333,"Entire home/apt",178,30,228,"2020-03-02",2.73,1,0
"188",1268133,"The Studio at the Garden Oasis",2948538,"Colin And Medina",NA,"Sabin",45.5502,-122.65492,"Entire home/apt",85,30,52,"2020-02-27",0.61,3,310
"189",1268390,"Vintage Sellwood Artist's Bungalow",5999770,"Jenna",NA,"Sellwood-Moreland Improvement League",45.47623,-122.65006,"Entire home/apt",120,30,4,"2018-07-01",0.13,1,326
"190",1280971,"Cozy Room In Home away Home",6800964,"Isil",NA,"Northwest Heights",45.53539,-122.75788,"Private room",50,30,15,"2019-08-02",0.18,2,144
"191",1288320,"Thompson Hideaway - walk to Convention Center",5037209,"Pamela",NA,"Eliot",45.54057,-122.66377,"Entire home/apt",70,2,384,"2020-03-08",4.49,1,352
"192",1292701,"Downtown 1 Bedroom Victorian Home private Hideaway",7029321,"Foad",NA,"South Portland",45.50646,-122.68458,"Entire home/apt",75,1,303,"2020-03-15",3.55,1,59
"193",1297869,"5th Ave Townhouse",7055900,"Saadi",NA,"Portland Downtown",45.50947,-122.68195,"Entire home/apt",350,1,350,"2020-06-19",4.12,1,348
"194",1313694,"Work & Stay at The Green Fairy",6153335,"Sonia",NA,"Boise",45.5517,-122.67208,"Entire home/apt",125,30,111,"2020-05-03",1.3,2,159
"195",1317545,"The Celestial Room Suite - New Relaxing Retreat",971034,"Noel",NA,"Montavilla",45.52822,-122.58186,"Private room",55,1,38,"2020-07-05",2.65,1,129
"196",1323488,"Deluxe Apartment Studio & Jacuzzi",6379380,"Julio",NA,"Brentwood-Darlington",45.46802,-122.60164,"Entire home/apt",98,2,188,"2020-03-07",2.2,2,360
"197",1332422,"Salmon Street Farmhouse",1616228,"Sally",NA,"Buckman",45.51281,-122.64446,"Entire home/apt",180,3,16,"2019-12-01",0.19,1,188
"198",1360216,"ArtFulLife For Long Term Stays",1186353,"Fred",NA,"Northwest District",45.52828,-122.69785,"Entire home/apt",95,30,391,"2020-05-15",4.61,2,129
"199",1360978,"Pied-à-Terre is Clean.Calm.Quiet ... Dog-Friendly",1419956,"Pamela",NA,"Overlook",45.5614,-122.68409,"Entire home/apt",95,2,241,"2020-03-12",2.86,1,77
"200",1386231,"Cozy Basement Alberta Arts Room",2236909,"Shane",NA,"King",45.56265,-122.65645,"Private room",45,30,60,"2020-06-06",0.71,6,364
"201",1386922,"Mississippi Ave Basement Studio",3859198,"Justin",NA,"Humboldt",45.56168,-122.67579,"Entire home/apt",100,1,120,"2020-07-05",1.42,1,178
"202",1408895,"Bright & Modern Home in Lovely Roseway",942377,"Emily",NA,"Roseway",45.54885,-122.58616,"Entire home/apt",129,30,66,"2019-12-26",0.78,1,89
"203",1420478,"Chez Rosette Tiny House",7647618,"Rose",NA,"Alameda",45.54456,-122.62708,"Entire home/apt",100,3,136,"2020-02-16",1.61,1,361
"204",1429073,"Lovely Private Room & Bath in SE (South Tabor)",7656277,"Joanne",NA,"South Tabor",45.49924,-122.60789,"Private room",60,2,111,"2020-06-15",1.32,1,286
"205",1442378,"Get cozy in SE Pdx's hottest 'hood",7744973,"Sara",NA,"Richmond",45.50456,-122.62526,"Private room",55,30,96,"2019-08-01",1.15,1,89
"206",1456206,"Close in SE Victorian Garden Home",7760027,"Michele",NA,"Buckman",45.52062,-122.63808,"Entire home/apt",99,4,9,"2019-10-28",0.11,1,253
"207",1525272,"Lovely Stay in HEART of NE Portland",8138263,"Keenan",NA,"Irvington",45.53632,-122.65355,"Entire home/apt",60,30,5,"2016-12-01",0.09,1,301
"208",1525459,"Big SE Hawthorne Basement 1BD",2428367,"Andrea",NA,"Hosford-Abernethy",45.51102,-122.64363,"Entire home/apt",115,3,156,"2020-01-10",1.91,1,274
"209",1526443,"The Perfect Spot",7504672,"Barbara And Gary",NA,"Hillsdale",45.48788,-122.70095,"Private room",75,2,92,"2020-07-06",1.14,3,310
"210",1529860,"Modern House in NE Portland",7222791,"Aaron",NA,"Piedmont",45.56931,-122.66194,"Entire home/apt",190,2,83,"2020-03-08",0.99,1,354
"211",1539452,"""The Hermitage"", Historic Hafner Haus 2nd unit",8207605,"Sharon",NA,"Portland Downtown",45.51607,-122.6862,"Entire home/apt",99,4,111,"2020-06-12",1.62,8,330
"212",1539585,"Perfect retreat, Alberta Arts, hbee",8208381,"Joyce",NA,"Alameda",45.5549,-122.63783,"Private room",58,1,64,"2019-10-14",1.24,1,59
"213",1542659,"Bright Beautiful Huge Loft in NE!",2722503,"Casey",NA,"Eliot",45.54277,-122.6621,"Entire home/apt",190,2,241,"2020-03-01",3.03,1,316
"214",1542756,"Two rooms in Alberta Arts home",307969,"Michiel",NA,"Concordia",45.55715,-122.63396,"Private room",51,2,231,"2019-11-11",2.78,1,0
"215",1560267,"Pearl District Private Suite",2655510,"Steven",NA,"Pearl",45.52792,-122.68246,"Private room",125,2,469,"2020-03-15",5.67,1,303
"216",1566659,"Hawthorne/Belmont Vintage Apartment",1387123,"Jarrett",NA,"Sunnyside",45.51689,-122.6327,"Entire home/apt",99,30,96,"2019-04-18",1.15,1,303
"217",1584433,"Historic Northwest Portland Home",8441694,"Christina",NA,"Northwest District",45.53772,-122.7002,"Private room",95,2,83,"2020-02-16",1.08,1,249
"218",1593393,"Cozy Apartment--Hollywood District",8498827,"Tom",NA,"Rose City Park",45.53532,-122.61179,"Entire home/apt",95,2,228,"2020-01-19",2.74,1,310
"219",1610348,"Basement Studio Skateboarding Paradise St Johns",3436991,"Jocelyn",NA,"St. Johns",45.59744,-122.74713,"Private room",54,1,22,"2019-12-19",0.31,1,178
"220",1625075,"Sellwood Garden Studio",1178070,"Candace",NA,"Sellwood-Moreland Improvement League",45.46555,-122.66006,"Entire home/apt",130,2,302,"2020-03-14",3.68,1,4
"221",1636808,"SE Prime Location! Private suite w/ bath.",8572218,"Heather",NA,"Sunnyside",45.5175,-122.62318,"Entire home/apt",100,1,146,"2019-10-12",1.91,1,180
"222",1641735,"Zen Suite Private Bath-Alberta Arts",8703941,"Tracy",NA,"Concordia",45.56698,-122.63207,"Private room",65,30,58,"2016-08-30",0.75,1,365
"223",1641774,"Classic Bedroom near OHSU. Sunny & Bright!",3190134,"Jenna",NA,"Hillsdale",45.48931,-122.69151,"Private room",32,30,1,"2016-01-06",0.02,4,365
"224",1646310,"1915 Craftsman Bungalow Mt. Tabor/Montavilla",5453439,"Hisham",NA,"Montavilla",45.5175,-122.57303,"Entire home/apt",145,2,54,"2019-08-08",0.69,1,355
"225",1646847,"Urban Zen Retreat",8739391,"Chris",NA,"Mt. Tabor",45.51498,-122.60502,"Entire home/apt",109,2,103,"2020-03-08",1.37,2,175
"226",1650401,"Sunny and family friendly - just off Hawthorne!",1178421,"Stephanie",NA,"Richmond",45.50989,-122.61475,"Entire home/apt",99,1,322,"2020-07-05",3.89,1,334
"227",1651319,"Charming home in great NE location",8017624,"Martha",NA,"Woodlawn",45.57216,-122.65778,"Entire home/apt",69,5,44,"2020-05-31",0.56,1,87
"228",1661004,"Private Irvington Cottage near Convention Center",4426731,"Martha",NA,"Irvington",45.53847,-122.65533,"Entire home/apt",120,2,182,"2020-03-24",3.62,2,195
"229",1665757,"Cosy Basement Apt on East Mt Tabor! City Permitted",4243978,"Anne",NA,"Mt. Tabor",45.50844,-122.58669,"Entire home/apt",55,3,180,"2020-06-26",2.2,1,158
"230",1683849,"Modern Four Story Townhome with City Views!",8253334,"Tom",NA,"Eliot",45.53944,-122.66015,"Entire home/apt",349,7,26,"2020-03-10",0.65,1,0
"231",1700420,"Sellwood /Moreland Mid-Century Private Bath",3120050,"Tara",NA,"Sellwood-Moreland Improvement League",45.46878,-122.65802,"Private room",50,2,29,"2019-03-31",0.38,1,0
"232",1703888,"Tiny house on a tiny volcano",8036326,"Martin",NA,"Mt. Tabor",45.51251,-122.60355,"Entire home/apt",99,30,123,"2020-02-29",1.49,1,214
"233",1717606,"Beautiful Sparkly Clean Condo in Pearl of Portland",9055739,"Andy",NA,"Pearl",45.53099,-122.6821,"Entire home/apt",99,27,15,"2020-06-27",0.73,1,30
"234",1732272,"Cozy in Hollywood",102666,"Rosy",NA,"Rose City Park",45.54075,-122.61272,"Entire home/apt",95,2,67,"2019-11-11",0.85,1,253
"235",1737074,"Rose City Restoration",9148096,"Patti",NA,"Portland Downtown",45.52085,-122.6799,"Entire home/apt",132,3,148,"2020-01-19",1.81,1,89
"236",1747546,"Single Private Room in Laurelhurst",4133362,"Shera & Andrew",NA,"Laurelhurst",45.51943,-122.6232,"Private room",65,2,108,"2019-10-27",1.38,2,365
"237",1752439,"Westmoreland Craftsman - Walkable and Comfortable",9218501,"Casie",NA,"Sellwood-Moreland Improvement League",45.47203,-122.64538,"Entire home/apt",318,3,21,"2019-08-23",0.35,1,0
"238",1777336,"Top floor loft, fireplace, AC and 2 bikes",3289979,"Alex & Ida",NA,"Eliot",45.5461,-122.66195,"Entire home/apt",99,3,320,"2020-06-25",3.98,2,58
"239",1825620,"Bella Belmont: in the heart of SE",9110094,"Douglas",NA,"Sunnyside",45.51257,-122.6255,"Entire home/apt",92,30,26,"2017-07-08",0.32,1,0
"240",1826250,"Urban Garden Studio",2592211,"Joelle And James",NA,"Richmond",45.50802,-122.6298,"Private room",72,30,162,"2019-05-21",2.01,1,341
"241",1850556,"The Nest",9663989,"Laura",NA,"Hollywood",45.5368,-122.62355,"Entire home/apt",80,1,565,"2020-06-22",7.22,1,276
"242",1851090,"Inn Off Hawthorne",4966686,"Marc",NA,"Sunnyside",45.51292,-122.62649,"Entire home/apt",115,30,22,"2019-11-27",0.29,1,311
"243",1851145,"Hawthorne/Division Beautiful Suite",3379729,"Dana",NA,"Richmond",45.51014,-122.61734,"Entire home/apt",95,3,181,"2020-06-29",2.28,1,358
"244",1854915,"Cozy 1BR close to everything, great for long stays",4303463,"James",NA,"North Tabor",45.52631,-122.60138,"Entire home/apt",60,31,163,"2020-01-14",2.02,1,65
"245",1855289,"PDX's Most Intimate & Walkable",9683714,"John",NA,"Arlington Heights",45.51848,-122.71021,"Entire home/apt",75,30,29,"2016-09-20",0.36,1,4
"246",1856414,"Comfortable Hip Downtown Loft",5907304,"Sari",NA,"Portland Downtown",45.51629,-122.68693,"Entire home/apt",75,30,73,"2019-06-29",0.91,3,345
"247",1914528,"Spacious Home in Hawthorne District",9930548,"Daniel",NA,"Sunnyside",45.51217,-122.63639,"Entire home/apt",200,2,130,"2020-01-02",1.87,1,0
"248",1917542,"The Sun House Private Suite",2939402,"Stuart",NA,"Eliot",45.54331,-122.66272,"Entire home/apt",69,2,453,"2020-03-16",5.66,1,24
"249",1917726,"Northeast Portland Studio with Private Entrance",9943209,"Brendon",NA,"North Tabor",45.52772,-122.61121,"Entire home/apt",60,2,460,"2020-07-04",5.78,1,350
"250",1931712,"Deluxe Portland Downtown Condo",4084327,"Gary",NA,"Portland Downtown",45.50956,-122.68022,"Entire home/apt",107,30,29,"2020-06-29",0.41,1,246
"251",1943748,"Classic Close-In Portland",10053932,"Larry",NA,"Buckman",45.52164,-122.64264,"Entire home/apt",136,30,111,"2018-02-11",1.38,1,302
"252",1960011,"The Cottage on North Prescott",10128172,"Peter",NA,"Overlook",45.55744,-122.68013,"Entire home/apt",118,2,402,"2020-03-23",5,1,0
"253",1983541,"Another Perfect Spot in Portland",7504672,"Barbara And Gary",NA,"Hillsdale",45.48706,-122.70189,"Private room",72,2,125,"2020-02-03",1.62,3,358
"254",1988396,"Alberta Arts Urban Cottage, w/ Fireplace",764443,"Laney & Brent",NA,"Concordia",45.56457,-122.6395,"Entire home/apt",85,1,209,"2020-06-28",2.63,2,66
"255",2015435,"Middle of NW District wParking Pass",8525373,"Cynthia",NA,"Northwest District",45.52824,-122.69671,"Entire home/apt",109,1,383,"2020-03-05",4.87,1,256
"256",2016264,"Cozy + charming apt - Heart of SE",10387869,"Anna",NA,"Buckman",45.52076,-122.64118,"Entire home/apt",89,1,413,"2020-03-15",5.28,1,246
"257",2020615,"Sellwood Detached Studio Loft",10386316,"Kenan",NA,"Sellwood-Moreland Improvement League",45.46762,-122.65323,"Entire home/apt",75,1,304,"2020-07-01",4.91,1,129
"258",2028412,"Sunny Private Ensuite Bed and Bath Classic PDX",3871935,"Tamara",NA,"Richmond",45.50516,-122.62529,"Private room",75,2,21,"2020-02-17",0.3,2,6
"259",2033330,"Cozy 2bd cottage near Hawthorne",10437867,"Camille",NA,"Mt. Tabor",45.51305,-122.6102,"Entire home/apt",130,1,148,"2020-02-20",1.87,2,0
"260",2033589,"Cozy Room Near Airport, Alberta",10438539,"Michael",NA,"Cully",45.55882,-122.59779,"Private room",40,1,262,"2020-03-14",3.61,2,364
"261",2038802,"2 story, 2 bath Downtown View Condo w/Parking Pass",2687437,"Diana",NA,"Portland Downtown",45.51476,-122.68634,"Entire home/apt",99,30,163,"2020-06-19",2.07,1,248
"262",2045732,"Private Entrance&Bathroom, Spacious",10137100,"Nancy",NA,"Rose City Park",45.53637,-122.59974,"Private room",59,30,220,"2019-12-13",2.85,1,333
"263",2089894,"Re-Treat in Cully",8556578,"Jak & Abby",NA,"Cully",45.5603,-122.60112,"Entire home/apt",60,2,115,"2020-03-16",1.84,1,242
"264",2098843,"Eastmoreland Gem",10705438,"Patrick",NA,"Eastmoreland",45.47409,-122.62714,"Entire home/apt",375,3,20,"2019-12-01",0.28,1,4
"265",2101856,"Cute Overlook Studio Cottage",1904731,"Shanna",NA,"Overlook",45.56142,-122.68037,"Entire home/apt",59,1,445,"2020-06-22",6.26,1,327
"266",2114753,"Sunny Room in Historic Laurelhurst",4133362,"Shera & Andrew",NA,"Laurelhurst",45.52078,-122.62286,"Private room",75,2,150,"2019-11-30",1.9,2,365
"267",2131555,"Urban Sanctuary Home - Master Bedroom",10875338,"Raquel",NA,"Mt. Tabor",45.50543,-122.60885,"Private room",69,1,26,"2020-03-09",2.74,2,94
"268",2132444,"Private Irvington Basement Apt.",10880743,"Phong",NA,"Alameda",45.54919,-122.64293,"Entire home/apt",89,2,238,"2020-02-16",3.06,1,341
"269",2172184,"Comfy Room in Creative Compound",5574682,"Elise",NA,"Overlook",45.55856,-122.68216,"Private room",70,2,106,"2019-12-01",1.35,1,262
"270",2181467,"The Einstein Room... Sleep here, Be brilliant!",10915079,"Elliott",NA,"Kenton",45.57787,-122.70193,"Private room",35,1,112,"2019-11-25",2.78,1,34
"271",2216467,"Basement suite.private entrance, kitchen, bath,W/D",4006487,"Kathleen",NA,"Hosford-Abernethy",45.50312,-122.63831,"Entire home/apt",130,20,50,"2020-03-16",0.69,1,0
"272",2241274,"Modern Artistic Three Bedroom Bungalow",11446106,"Logan",NA,"Grant Park",45.53528,-122.63661,"Entire home/apt",500,2,28,"2019-06-23",0.39,1,0
"273",2243045,"Waterfront Panoramic 2b/2b Portland 30 day min",11456606,"Donna",NA,"Old Town/Chinatown",45.52751,-122.67225,"Entire home/apt",98,30,15,"2020-03-24",0.23,1,310
"274",2256552,"PandaTeaTemple 1BD AC Pvt Bath View Parking",11158071,"Karri",NA,"Mt. Tabor",45.51775,-122.5905,"Private room",55,2,232,"2020-03-02",3.18,2,174
"275",2281775,"Inviting In Irvington",829833,"Kristen",NA,"Irvington",45.53678,-122.65744,"Entire home/apt",105,1,486,"2020-03-14",6.46,1,278
"276",2291626,"Private Haven-private bath&entrance",5229526,"Jere",NA,"Eliot",45.54326,-122.66566,"Entire home/apt",75,3,401,"2020-02-17",5.22,1,257
"277",2332736,"Historic Hafner Haus, Downtown PDX
+Meeting Space",8207605,"Sharon",NA,"Portland Downtown",45.51621,-122.68816,"Entire home/apt",790,5,166,"2020-05-15",2.13,8,342
"278",2356816,"Spacious, well lit basement rooms in artists home.",12035499,"Nikki",NA,"Humboldt",45.55702,-122.66966,"Private room",155,1,64,"2019-09-01",0.84,2,365
"279",2361635,"The Big Yellow Farmhouse in SE Portland",12061220,"Carolyn",NA,"Hosford-Abernethy",45.50006,-122.63955,"Private room",65,3,94,"2020-01-08",1.46,2,4
"280",2367793,"Landing Pad at The Colony",12096921,"Colony",NA,"St. Johns",45.59074,-122.74978,"Entire home/apt",150,30,34,"2020-02-24",0.47,4,333
"281",2368159,"Beautiful, Vintage Master Suite",2121060,"Janet",NA,"Eastmoreland",45.4689,-122.63289,"Entire home/apt",65,1,204,"2020-07-05",2.69,1,325
"282",2374024,"Entire home near Moda, Lloyd & Convention Center",1011157,"Jody",NA,"Irvington",45.53706,-122.64893,"Entire home/apt",349,1,17,"2020-02-23",0.28,7,89
"283",2390685,"Portland Tiny House (Alberta Arts)",2333787,"Duston & Genevieve",NA,"Concordia",45.56521,-122.63439,"Entire home/apt",70,2,449,"2020-07-07",7.46,1,323
"284",2396456,"Private Br/Bath - Historic NE PDX",3754729,"Mike",NA,"Irvington",45.54405,-122.65456,"Private room",84,2,154,"2019-12-29",2.01,1,89
"285",2418370,"Lux Mountain/River View 2Br2BaCondo",2412446,"Clint & Cheryl",NA,"Portland Downtown",45.50983,-122.67946,"Entire home/apt",100,31,1,"2014-08-02",0.01,1,249
"286",2426834,"Fresh and breezy Alberta Area bedroom!",142363,"Emiliano And Erin",NA,"Vernon",45.56311,-122.65446,"Private room",35,3,98,"2019-11-30",1.65,2,188
"287",2429195,"Portland Pearl District 1BR Apt: Walk Everywhere!",34691,"Jane",NA,"Pearl",45.52662,-122.67864,"Entire home/apt",84,30,18,"2019-09-25",0.24,1,188
"288",2440738,"Laurelhurst Loft above the trees!",8927355,"Michele",NA,"Kerns",45.52205,-122.63446,"Entire home/apt",82,2,352,"2020-07-05",4.57,1,296
