"IDORIGIN","YEAR","AI","SD","POLRT","MIL2","LEFT","BRIT","PCGNP","AINEW","SDNEW","IDGURR","AILAG","SDLAG","PERCHPCG","PERCHPOP","LPOP","PCGTHOU","DEMOC3","CWARCOW","IWARCOW2"
260,1992,1,1,7,0,0,0,23030,1,1,260,1,1,12.29,0.75,18.2,23.03,10,0,0
260,1993,1,1,7,0,0,0,23560,1,1,260,1,1,2.3,0.29,18.21,23.56,10,0,0
265,1976,4,NA,1,0,1,0,NA,4,4,265,NA,NA,NA,NA,NA,NA,0,0,0
265,1977,3,NA,1,0,1,0,NA,3,3,265,4,4,NA,NA,NA,NA,0,0,0
265,1978,3,NA,1,0,1,0,NA,3,3,265,3,3,NA,NA,NA,NA,0,0,0
265,1979,3,4,1,0,1,0,NA,3,4,265,3,3,NA,NA,NA,NA,0,0,0
265,1980,2,3,1,0,1,0,NA,2,3,265,3,4,NA,NA,NA,NA,0,0,0
265,1981,3,3,1,0,1,0,NA,3,3,265,2,3,NA,NA,NA,NA,0,0,0
265,1982,3,3,1,0,1,0,NA,3,3,265,3,3,NA,NA,NA,NA,0,0,0
265,1983,3,3,1,0,1,0,NA,3,3,265,3,3,NA,NA,NA,NA,0,0,0
265,1984,3,3,1,0,1,0,NA,3,3,265,3,3,NA,NA,NA,NA,0,0,0
265,1985,3,2,1,0,1,0,NA,3,2,265,3,3,NA,NA,NA,NA,0,0,0
265,1986,NA,3,1,0,1,0,NA,3,3,265,3,2,NA,NA,NA,NA,0,0,0
265,1987,3,3,1,0,1,0,NA,3,3,265,3,3,NA,NA,NA,NA,0,0,0
265,1988,NA,NA,1,0,1,0,NA,NA,NA,265,3,3,NA,NA,NA,NA,0,0,0
265,1989,NA,NA,2,0,1,0,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,0,0,0
265,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,1976,3,NA,2,0,1,0,1191,3,3,290,NA,NA,NA,NA,17.35,1.19,0,0,0
290,1977,3,NA,2,0,1,0,1364,3,3,290,3,3,14.53,0.98,17.36,1.36,0,0,0
290,1978,2,NA,2,0,1,0,1510,2,2,290,3,3,10.7,0.9,17.37,1.51,0,0,0
290,1979,3,2,2,0,1,0,1563,3,2,290,2,2,3.51,0.61,17.38,1.56,0,0,0
290,1980,3,3,2,0,1,0,1623,3,3,290,3,2,3.84,1,17.39,1.62,0,0,0
290,1981,3,2,3,0,1,0,1572,3,2,290,3,3,-3.14,0.91,17.4,1.57,0,0,0
290,1982,3,3,2,0,1,0,1520,3,3,290,3,2,-3.31,0.91,17.41,1.52,0,0,0
290,1983,3,3,2,0,1,0,1790,3,3,290,3,3,17.76,0.95,17.41,1.79,0,0,0
290,1984,3,3,2,0,1,0,2080,3,3,290,3,3,16.2,0.94,17.42,2.08,0,0,0
290,1985,3,3,2,0,1,0,2100,3,3,290,3,3,0.96,0.78,17.43,2.1,0,0,0
290,1986,3,3,2,0,1,0,2030,3,3,290,3,3,-3.33,0.68,17.44,2.03,0,0,0
290,1987,3,3,3,0,1,0,1860,3,3,290,3,3,-8.37,0.56,17.44,1.86,0,0,0
290,1988,2,2,3,0,1,0,1860,2,2,290,3,3,0,0.53,17.45,1.86,0,0,0
290,1989,2,2,4,0,0,0,1890,2,2,290,2,2,1.61,0.27,17.45,1.89,5,0,0
290,1990,2,2,6,0,0,0,1680,2,2,290,2,2,-11.11,0.41,17.46,1.68,5,0,0
290,1991,2,2,6,0,0,0,1780,2,2,290,2,2,5.95,0.33,17.46,1.78,9,0,0
290,1992,1,2,6,0,0,0,1910,1,2,290,2,2,7.3,0.31,17.46,1.91,9,0,0
290,1993,1,1,6,0,0,0,2270,1,1,290,1,2,18.85,0.35,17.47,2.27,8,0,0
305,1976,NA,1,7,0,0,0,5360,1,1,305,NA,NA,NA,NA,15.84,5.36,10,0,0
305,1977,NA,1,7,0,0,0,6110,1,1,305,1,1,13.99,0.09,15.84,6.11,10,0,0
305,1978,NA,1,7,0,0,0,6900,1,1,305,1,1,12.93,-0.08,15.84,6.9,10,0,0
305,1979,NA,1,7,0,0,0,8460,1,1,305,1,1,22.61,-0.04,15.84,8.46,10,0,0
305,1980,NA,1,7,0,0,0,10000,1,1,305,1,1,18.2,0.04,15.84,10,10,0,0
305,1981,NA,1,7,0,0,0,10150,1,1,305,1,1,1.5,0.16,15.84,10.15,10,0,0
305,1982,NA,1,7,0,0,0,9790,1,1,305,1,1,-3.55,0.12,15.84,9.79,10,0,0
305,1983,NA,1,7,0,0,0,9300,1,1,305,1,1,-5.01,-0.29,15.84,9.3,10,0,0
305,1984,NA,1,7,0,0,0,9130,1,1,305,1,1,-1.83,0,15.84,9.13,10,0,0
305,1985,NA,1,7,0,0,0,9100,1,1,305,1,1,-0.33,0.04,15.84,9.1,10,0,0
305,1986,1,1,7,0,0,0,9900,1,1,305,1,1,8.79,0.13,15.84,9.9,10,0,0
305,1987,2,1,7,0,0,0,11960,2,1,305,1,1,20.81,0.11,15.84,11.96,10,0,0
305,1988,1,1,7,0,0,0,15510,1,1,305,2,1,29.68,0.29,15.84,15.51,10,0,0
305,1989,1,1,7,0,0,0,17390,1,1,305,1,1,12.12,0.3,15.85,17.39,10,0,0
305,1990,1,1,7,0,0,0,19060,1,1,305,1,1,9.6,1.23,15.86,19.06,10,0,0
305,1991,1,1,7,0,0,0,20200,1,1,305,1,1,5.98,1.44,15.87,20.2,10,0,0
305,1992,1,1,7,0,0,0,22380,1,1,305,1,1,10.79,0.77,15.88,22.38,10,0,0
305,1993,1,1,7,0,0,0,23120,1,1,305,1,1,3.31,0.22,15.88,23.12,10,0,0
310,1976,3,NA,2,0,0,0,1008,3,3,310,NA,NA,NA,NA,16.18,1.01,0,0,0
310,1977,2,NA,2,0,0,0,1320,2,2,310,3,3,30.95,0.45,16.18,1.32,0,0,0
310,1978,2,NA,2,0,0,0,1510,2,2,310,2,2,14.39,0.34,16.18,1.51,0,0,0
310,1979,2,2,2,0,0,0,1690,2,2,310,2,2,11.92,0.23,16.19,1.69,0,0,0
310,1980,2,2,2,0,1,0,1930,2,2,310,2,2,14.2,0.11,16.19,1.93,0,0,0
310,1981,2,2,2,0,1,0,2160,2,2,310,2,2,11.92,0.03,16.19,2.16,0,0,0
310,1982,2,2,2,0,1,0,2220,2,2,310,2,2,2.78,-0.02,16.19,2.22,0,0,0
310,1983,2,2,2,0,1,0,2120,2,2,310,2,2,-4.5,-0.1,16.19,2.12,0,0,0
310,1984,2,2,2,0,1,0,2040,2,2,310,2,2,-3.77,-0.2,16.18,2.04,0,0,0
310,1985,2,2,3,0,1,0,1940,2,2,310,2,2,-4.9,-0.21,16.18,1.94,0,0,0
310,1986,2,2,3,0,1,0,2020,2,2,310,2,2,4.12,-0.16,16.18,2.02,0,0,0
310,1987,2,2,3,0,1,0,2250,2,2,310,2,2,11.39,-0.18,16.18,2.25,0,0,0
310,1988,2,2,3,0,1,0,2490,2,2,310,2,2,10.67,-0.24,16.18,2.49,2,0,0
310,1989,1,1,4,0,1,0,2630,1,1,310,2,2,5.62,-0.19,16.17,2.63,3,0,0
310,1990,NA,1,6,0,0,0,2790,1,1,310,1,1,6.08,-0.22,16.17,2.79,10,0,0
310,1991,NA,1,6,0,0,0,2750,1,1,310,1,1,-1.43,-1.98,16.15,2.75,10,0,0
310,1992,2,1,6,0,0,0,2970,2,1,310,1,1,8,-0.3,16.15,2.97,10,0,0
310,1993,2,1,7,0,0,0,3330,2,1,310,2,1,12.12,2.4,16.17,3.33,10,0,0
315,1976,3,NA,1,0,1,0,2480,3,3,315,NA,NA,NA,NA,16.13,2.48,0,0,0
315,1977,3,NA,1,0,1,0,2548,3,3,315,3,3,2.74,0.46,16.13,2.55,0,0,0
315,1978,3,NA,1,0,1,0,2662,3,3,315,3,3,4.47,0.42,16.14,2.66,0,0,0
315,1979,2,3,1,0,1,0,2713,2,3,315,3,3,1.92,0.38,16.14,2.71,0,0,0
315,1980,3,3,1,0,1,0,2761,3,3,315,2,3,1.77,0,16.14,2.76,0,0,0
315,1981,3,3,1,0,1,0,2735,3,3,315,3,3,-0.94,0.31,16.14,2.74,0,0,0
315,1982,3,3,1,0,1,0,2751,3,3,315,3,3,0.59,0.24,16.15,2.75,0,0,0
315,1983,3,2,1,0,1,0,2778,3,2,315,3,3,0.98,0.18,16.15,2.78,0,0,0
315,1984,2,3,1,0,1,0,2859,2,3,315,3,2,2.92,0.14,16.15,2.86,0,0,0
315,1985,2,3,1,0,1,0,2901,2,3,315,2,3,1.47,0.13,16.15,2.9,0,0,0
315,1986,3,3,1,0,1,0,2950,3,3,315,2,3,1.69,0.06,16.15,2.95,0,0,0
315,1987,3,3,1,0,1,0,3180,3,3,315,3,3,7.8,0.07,16.15,3.18,0,0,0
315,1988,2,3,1,0,1,0,3510,2,3,315,3,3,10.38,0.08,16.15,3.51,0,0,0
315,1989,3,3,2,0,1,0,3700,3,3,315,2,3,5.41,0.06,16.15,3.7,0,0,0
315,1990,1,1,6,0,0,0,3440,1,1,315,3,3,-7.03,-0.63,16.15,3.44,8,0,0
315,1991,NA,1,6,0,0,0,2700,1,1,315,1,1,-21.51,0.09,16.15,2.7,8,0,0
315,1992,2,1,6,0,0,0,2450,2,1,315,1,1,-9.26,0.09,16.15,2.45,8,0,0
315,1993,NA,1,7,0,0,0,2730,1,1,315,2,1,11.43,52.79,16.57,2.73,NA,0,0
316,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,NA,15.39,NA,NA,NA,NA
316,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,1.39,15.4,NA,NA,NA,NA
316,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,1.31,15.41,NA,NA,NA,NA
316,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.69,15.42,NA,NA,NA,NA
316,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.38,15.42,NA,NA,NA,NA
316,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.54,15.43,NA,NA,NA,NA
316,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.66,15.44,NA,NA,NA,NA
316,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.69,15.44,NA,NA,NA,NA
316,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.71,15.45,NA,NA,NA,NA
316,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,NA,NA,NA,0.64,15.46,NA,NA,NA,NA
316,1986,NA,NA,NA,NA,NA,NA,2560,NA,NA,316,NA,NA,NA,0.6,15.46,2.56,NA,NA,NA
316,1987,NA,NA,NA,NA,NA,NA,2800,NA,NA,316,NA,NA,9.38,0.58,15.47,2.8,NA,NA,NA
316,1988,NA,NA,NA,NA,NA,NA,3030,NA,NA,316,NA,NA,8.21,0.54,15.47,3.03,NA,NA,NA
316,1989,NA,NA,NA,NA,NA,NA,3130,NA,NA,316,NA,NA,3.3,0.48,15.48,3.13,NA,NA,NA
316,1990,NA,NA,NA,NA,NA,NA,2860,NA,NA,316,NA,NA,-8.63,0.42,15.48,2.86,NA,NA,NA
316,1991,NA,NA,NA,NA,NA,NA,2200,NA,NA,316,NA,NA,-23.08,-0.4,15.48,2.2,NA,NA,NA
316,1992,NA,NA,NA,NA,NA,NA,1930,NA,NA,316,NA,NA,-12.27,0.42,15.48,1.93,NA,NA,NA
316,1993,NA,NA,5,0,0,0,1900,NA,NA,316,NA,NA,-1.55,0.66,15.49,1.9,10,0,0
325,1976,1,1,6,0,0,0,4030,1,1,325,NA,NA,NA,NA,17.84,4.03,10,0,0
325,1977,2,1,6,0,0,0,4390,2,1,325,1,1,8.93,0.43,17.84,4.39,10,0,0
325,1978,1,1,6,0,0,0,4910,1,1,325,2,1,11.85,0.36,17.84,4.91,10,0,0
325,1979,2,1,6,0,0,0,6080,2,1,325,1,1,23.83,0.29,17.85,6.08,10,0,0
325,1980,2,1,7,0,0,0,7500,2,1,325,2,1,23.36,0.21,17.85,7.5,10,0,0
325,1981,2,1,7,0,0,0,8030,2,1,325,2,1,7.07,0.13,17.85,8.03,10,0,0
325,1982,2,1,7,0,0,0,7900,2,1,325,2,1,-1.62,0.23,17.85,7.9,10,0,0
325,1983,2,3,7,0,0,0,7550,2,3,325,2,1,-4.43,0.35,17.86,7.55,10,0,0
325,1984,2,1,7,0,0,0,7630,2,1,325,2,3,1.06,0.3,17.86,7.63,10,0,0
325,1985,2,1,7,0,0,0,7750,2,1,325,2,1,1.57,0.24,17.86,7.75,10,0,0
325,1986,2,1,7,0,0,0,8610,2,1,325,2,1,11.1,0.18,17.86,8.61,10,0,0
325,1987,2,2,7,0,0,0,10460,2,2,325,2,1,21.49,0.17,17.86,10.46,10,0,0
325,1988,3,1,7,0,0,0,13460,3,1,325,2,2,28.68,0.19,17.87,13.46,10,0,0
325,1989,2,1,7,0,0,0,15240,2,1,325,3,1,13.22,0.15,17.87,15.24,10,0,0
325,1990,2,1,7,0,0,0,16950,2,1,325,2,1,11.22,0.21,17.87,16.95,10,0,1
325,1991,2,1,7,0,0,0,18540,2,1,325,2,1,9.38,0.18,17.87,18.54,10,0,1
325,1992,2,1,7,0,0,0,20460,2,1,325,2,1,10.36,0.07,17.87,20.46,10,0,1
325,1993,NA,2,7,0,0,0,19620,2,2,325,2,1,-4.11,0.5,17.88,19.62,10,0,1
333,1976,NA,1,7,0,0,1,1700,1,1,333,NA,NA,NA,NA,12.72,1.7,NA,0,0
333,1977,NA,NA,6,0,0,1,1870,NA,NA,333,1,1,10,2.69,12.75,1.87,NA,0,0
333,1978,NA,NA,6,0,0,1,2100,NA,NA,333,NA,NA,12.3,2.92,12.77,2.1,NA,0,0
333,1979,NA,1,6,0,0,1,2510,1,1,333,NA,NA,19.52,1.98,12.79,2.51,NA,0,0
333,1980,NA,1,6,0,0,1,3160,1,1,333,1,1,25.9,1.11,12.8,3.16,NA,0,0
333,1981,NA,1,6,0,0,1,3600,1,1,333,1,1,13.92,0,12.8,3.6,NA,0,0
333,1982,NA,1,6,0,0,1,3790,1,1,333,1,1,5.28,-0.55,12.8,3.79,NA,0,0
333,1983,NA,1,6,0,0,1,3510,1,1,333,1,1,-7.39,-1.38,12.79,3.51,NA,0,0
333,1984,NA,1,6,0,0,1,3460,1,1,333,1,1,-1.42,-1.68,12.77,3.46,NA,0,0
333,1985,1,2,6,0,0,1,3410,1,2,333,1,1,-1.45,-1.99,12.75,3.41,NA,0,0
333,1986,1,1,6,0,0,1,3590,1,1,333,1,2,5.28,0.29,12.75,3.59,NA,0,0
333,1987,1,1,7,0,0,1,4160,1,1,333,1,1,15.88,0.29,12.75,4.16,NA,0,0
333,1988,NA,1,7,0,0,1,5190,1,1,333,1,1,24.76,0.58,12.76,5.19,NA,0,0
333,1989,NA,1,7,0,0,1,6030,1,1,333,1,1,16.18,0.57,12.77,6.03,NA,0,0
333,1990,NA,1,7,0,0,1,6710,1,1,333,1,1,11.28,1.14,12.78,6.71,NA,0,0
333,1991,NA,1,7,0,0,1,7300,1,1,333,1,1,8.79,0.85,12.79,7.3,NA,0,0
333,1992,NA,1,7,0,0,1,7942,1,1,333,1,1,8.79,0.84,12.79,7.94,NA,0,0
333,1993,NA,1,7,0,0,1,8641,1,1,333,1,1,8.8,5.56,12.85,8.64,NA,0,0
339,1976,4,NA,1,0,1,0,274,4,4,339,NA,NA,NA,NA,14.71,0.27,0,0,0
339,1977,3,NA,1,0,1,0,306,3,3,339,4,4,11.68,2.12,14.73,0.31,0,0,0
339,1978,3,NA,1,0,1,0,346,3,3,339,3,3,13.07,2.19,14.76,0.35,0,0,0
339,1979,3,NA,1,0,1,0,393,3,3,339,3,3,13.58,2.11,14.78,0.39,0,0,0
339,1980,3,3,1,0,1,0,413,3,3,339,3,3,5.09,2.06,14.8,0.41,0,0,0
339,1981,3,3,1,0,1,0,425,3,3,339,3,3,2.91,2.02,14.82,0.43,0,0,0
339,1982,3,3,1,0,1,0,437,3,3,339,3,3,2.82,2.13,14.84,0.44,0,0,0
339,1983,3,3,1,0,1,0,457,3,3,339,3,3,4.58,2.08,14.86,0.46,0,0,0
339,1984,3,3,1,0,1,0,761,3,3,339,3,3,66.52,2.11,14.88,0.76,0,0,0
339,1985,3,3,1,0,1,0,700,3,3,339,3,3,-8.02,2.1,14.9,0.7,0,0,0
339,1986,3,3,1,0,1,0,640,3,3,339,3,3,-8.57,2.03,14.92,0.64,0,0,0
339,1987,3,3,1,0,1,0,538,3,3,339,3,3,-15.94,2.02,14.94,0.54,0,0,0
339,1988,3,3,1,0,1,0,567,3,3,339,3,3,5.39,1.95,14.96,0.57,0,0,0
339,1989,3,3,1,0,1,0,595,3,3,339,3,3,4.94,1.78,14.98,0.6,0,0,0
339,1990,3,3,1,0,1,0,453,3,3,339,3,3,-23.87,1.59,14.99,0.45,0,0,0
339,1991,3,2,4,0,1,0,416,3,2,339,3,3,-8.17,1.57,15.01,0.42,3,0,0
339,1992,2,2,4,0,0,0,378,2,2,339,3,2,-9.13,1.88,15.03,0.38,8,0,0
339,1993,2,2,6,0,0,0,340,2,2,339,2,2,-10.05,1.1,15.04,0.34,8,0,0
345,1976,3,3,2,0,1,0,NA,3,3,345,NA,NA,NA,NA,NA,NA,0,0,0
345,1977,3,3,6,0,1,0,NA,3,3,345,3,3,NA,NA,NA,NA,0,0,0
345,1978,3,3,2,0,1,0,NA,3,3,345,3,3,NA,NA,NA,NA,0,0,0
345,1979,3,3,2,0,1,0,NA,3,3,345,3,3,NA,NA,NA,NA,0,0,0
345,1980,3,2,2,0,1,0,NA,3,2,345,3,3,NA,NA,NA,NA,1,0,0
345,1981,3,3,2,0,1,0,NA,3,3,345,3,2,NA,NA,NA,NA,1,0,0
345,1982,3,3,2,0,1,0,NA,3,3,345,3,3,NA,NA,NA,NA,1,0,0
345,1983,3,2,2,0,1,0,NA,3,2,345,3,3,NA,NA,NA,NA,1,0,0
345,1984,3,3,2,0,1,0,NA,3,3,345,3,2,NA,NA,NA,NA,1,0,0
345,1985,3,3,2,0,1,0,4770,3,3,345,3,3,NA,NA,16.12,4.77,1,0,0
345,1986,3,2,2,0,1,0,5200,3,2,345,3,3,9.01,0.75,16.13,5.2,1,0,0
345,1987,3,3,2,0,1,0,5320,3,3,345,3,2,2.31,0.78,16.13,5.32,1,0,0
345,1988,3,3,3,0,1,0,6580,3,3,345,3,3,23.68,0.95,16.14,6.58,1,0,0
345,1989,3,3,3,0,1,0,6860,3,3,345,3,3,4.26,0.81,16.15,6.86,1,0,0
345,1990,3,3,3,0,1,0,6730,3,3,345,3,3,-1.9,0.85,16.16,6.73,2,0,0
345,1991,4,5,2,0,0,0,NA,4,5,345,3,3,NA,0.81,16.17,NA,2,1,0
345,1992,NA,5,NA,0,0,0,NA,5,5,345,4,5,NA,NA,NA,NA,2,NA,1
345,1993,3,5,NA,0,0,0,NA,3,5,345,5,5,NA,NA,16.17,NA,0,1,0
346,1976,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,NA,15.33,NA,NA,NA,NA
346,1977,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.38,15.33,NA,NA,NA,NA
346,1978,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.35,15.33,NA,NA,NA,NA
346,1979,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.31,15.34,NA,NA,NA,NA
346,1980,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.31,15.34,NA,NA,NA,NA
346,1981,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.28,15.34,NA,NA,NA,NA
346,1982,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.26,15.35,NA,NA,NA,NA
346,1983,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.26,15.35,NA,NA,NA,NA
346,1984,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.28,15.35,NA,NA,NA,NA
346,1985,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.3,15.35,NA,NA,NA,NA
346,1986,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.34,15.36,NA,NA,NA,NA
346,1987,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.86,15.37,NA,NA,NA,NA
346,1988,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.38,15.37,NA,NA,NA,NA
346,1989,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.4,15.37,NA,NA,NA,NA
346,1990,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.42,15.38,NA,NA,NA,NA
346,1991,NA,NA,NA,NA,NA,0,NA,NA,NA,344,NA,NA,NA,0.4,15.38,NA,5,NA,NA
346,1992,4,5,3,0,0,0,NA,4,5,344,NA,NA,NA,0,15.38,NA,5,1,0
346,1993,3,5,4,0,0,0,NA,3,5,344,4,5,NA,1.27,15.39,NA,2,1,0
347,1976,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,NA,15.2,NA,NA,NA,NA
347,1977,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.52,15.21,NA,NA,NA,NA
347,1978,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.32,15.21,NA,NA,NA,NA
347,1979,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.44,15.22,NA,NA,NA,NA
347,1980,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.69,15.22,NA,NA,NA,NA
347,1981,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.86,15.23,NA,NA,NA,NA
347,1982,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,1.02,15.24,NA,NA,NA,NA
347,1983,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,1.1,15.25,NA,NA,NA,NA
347,1984,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,1.19,15.27,NA,NA,NA,NA
347,1985,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,1.2,15.28,NA,NA,NA,NA
347,1986,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,1,15.29,NA,NA,NA,NA
347,1987,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.8,15.3,NA,NA,NA,NA
347,1988,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.61,15.3,NA,NA,NA,NA
347,1989,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.43,15.31,NA,NA,NA,NA
347,1990,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,0.23,15.31,NA,NA,NA,NA
347,1991,NA,NA,NA,NA,NA,0,NA,NA,NA,346,NA,NA,NA,-1.48,15.29,NA,NA,NA,NA
347,1992,5,5,2,0,0,0,NA,5,5,346,NA,NA,NA,-0.02,15.29,NA,NA,1,1
347,1993,5,5,2,0,0,0,NA,5,5,346,5,5,NA,0.39,15.3,NA,NA,1,1
348,1976,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1977,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1978,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1979,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1980,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1981,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1982,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1983,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1984,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1985,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1986,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1987,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1988,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1989,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1990,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,1991,NA,NA,NA,NA,NA,0,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,10,NA,NA
348,1992,3,1,2,0,0,0,NA,3,1,349,NA,NA,NA,NA,16.18,NA,10,0,0
348,1993,NA,1,2,0,0,0,6310,1,1,349,3,1,NA,126.01,16.99,6.31,10,0,0
349,1976,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,NA,14.41,NA,NA,NA,NA
349,1977,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.99,14.43,NA,NA,NA,NA
349,1978,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.84,14.45,NA,NA,NA,NA
349,1979,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.65,14.46,NA,NA,NA,NA
349,1980,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.36,14.48,NA,NA,NA,NA
349,1981,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.08,14.49,NA,NA,NA,NA
349,1982,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,0.92,14.5,NA,NA,NA,NA
349,1983,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,0.71,14.5,NA,NA,NA,NA
349,1984,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,0.65,14.51,NA,NA,NA,NA
349,1985,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,0.65,14.52,NA,NA,NA,NA
349,1986,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.19,14.53,NA,NA,NA,NA
349,1987,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.18,14.54,NA,NA,NA,NA
349,1988,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.16,14.55,NA,NA,NA,NA
349,1989,NA,NA,NA,NA,NA,0,NA,NA,NA,343,NA,NA,NA,1.05,14.56,NA,NA,NA,NA
