"IDORIGIN","YEAR","AI","SD","POLRT","MIL2","LEFT","BRIT","PCGNP","AINEW","SDNEW","IDGURR","AILAG","SDLAG","PERCHPCG","PERCHPOP","LPOP","PCGTHOU","DEMOC3","CWARCOW","IWARCOW2"
2,1976,1,NA,7,0,0,1,8190,1,1,2,NA,NA,NA,NA,19.2,8.19,10,0,0
2,1977,1,1,7,0,0,1,9070,1,1,2,1,1,10.74,1.01,19.21,9.07,10,0,0
2,1978,1,NA,7,0,0,1,10140,1,1,2,1,1,11.8,1.07,19.22,10.14,10,0,0
2,1979,1,NA,7,0,0,1,11200,1,1,2,1,1,10.45,1.11,19.23,11.2,10,0,0
2,1980,1,NA,7,0,0,1,12040,1,1,2,1,1,7.5,1.2,19.24,12.04,10,0,0
2,1981,1,NA,7,0,0,1,13370,1,1,2,1,1,11.05,1.05,19.25,13.37,10,0,0
2,1982,1,NA,7,0,0,1,13710,1,1,2,1,1,2.54,1.04,19.26,13.71,10,0,0
2,1983,1,NA,7,0,0,1,14600,1,1,2,1,1,6.49,0.98,19.27,14.6,10,0,0
2,1984,1,NA,7,0,0,1,16050,1,1,2,1,1,9.93,0.94,19.28,16.05,10,0,0
2,1985,1,NA,7,0,0,1,16910,1,1,2,1,1,5.36,0.96,19.29,16.91,10,0,0
2,1986,1,NA,7,0,0,1,17610,1,1,2,1,1,4.14,0.98,19.3,17.61,10,0,0
2,1987,2,NA,7,0,0,1,18500,2,2,2,1,1,5.05,0.96,19.31,18.5,10,0,0
2,1988,1,NA,7,0,0,1,19770,1,1,2,2,2,6.86,0.97,19.32,19.77,10,0,0
2,1989,1,NA,7,0,0,1,21080,1,1,2,1,1,6.63,0.78,19.33,21.08,10,0,0
2,1990,1,NA,7,0,0,1,21970,1,1,2,1,1,4.22,0.86,19.34,21.97,10,0,1
2,1991,2,NA,7,0,0,1,22340,2,2,2,1,1,1.68,0.93,19.35,22.34,10,0,1
2,1992,2,NA,7,0,0,1,23240,2,2,2,2,2,4.03,1.08,19.36,23.24,10,0,1
2,1993,1,NA,7,0,0,1,24750,1,1,2,2,2,6.5,0.62,19.36,24.75,10,0,1
20,1976,1,1,7,0,0,1,8300,1,1,20,NA,NA,NA,NA,16.95,8.3,10,0,0
20,1977,NA,1,7,0,0,1,8850,1,1,20,1,1,6.63,1.22,16.96,8.85,10,0,0
20,1978,NA,1,7,0,0,1,9460,1,1,20,1,1,6.89,1.05,16.97,9.46,10,0,0
20,1979,NA,1,7,0,0,1,9950,1,1,20,1,1,5.18,0.98,16.98,9.95,10,0,0
20,1980,NA,1,7,0,0,1,10610,1,1,20,1,1,6.63,1.25,17,10.61,10,0,0
20,1981,NA,1,7,0,0,1,11810,1,1,20,1,1,11.31,1.24,17.01,11.81,10,0,0
20,1982,NA,1,7,0,0,1,11950,1,1,20,1,1,1.19,0.99,17.02,11.95,10,0,0
20,1983,1,1,7,0,0,1,12740,1,1,20,1,1,6.61,0.83,17.03,12.74,10,0,0
20,1984,1,1,7,0,0,1,13740,1,1,20,1,1,7.85,0.77,17.03,13.74,10,0,0
20,1985,NA,1,7,0,0,1,14230,1,1,20,1,1,3.57,0.75,17.04,14.23,10,0,0
20,1986,1,1,7,0,0,1,14250,1,1,20,1,1,0.14,0.75,17.05,14.25,10,0,0
20,1987,1,1,7,0,0,1,15080,1,1,20,1,1,5.82,1.07,17.06,15.08,10,0,0
20,1988,NA,1,7,0,0,1,16870,1,1,20,1,1,11.87,1.27,17.07,16.87,10,0,0
20,1989,NA,1,7,0,0,1,18970,1,1,20,1,1,12.45,1.04,17.08,18.97,10,0,0
20,1990,1,1,7,0,0,1,20360,1,1,20,1,1,7.33,1.16,17.09,20.36,10,0,1
20,1991,1,1,7,0,0,1,20830,1,1,20,1,1,2.31,1.93,17.11,20.83,10,0,1
20,1992,1,1,7,0,0,1,20710,1,1,20,1,1,-0.58,1.52,17.13,20.71,10,0,0
20,1993,1,1,7,0,0,1,20670,1,1,20,1,1,-0.19,2.39,17.15,20.67,10,0,0
31,1976,NA,1,7,0,0,1,2990,1,1,31,NA,NA,NA,NA,12.17,2.99,NA,0,0
31,1977,NA,1,7,0,0,1,3330,1,1,31,1,1,11.37,2.07,12.19,3.33,NA,0,0
31,1978,NA,1,7,0,0,1,3680,1,1,31,1,1,10.51,2.03,12.21,3.68,NA,0,0
31,1979,NA,1,7,0,0,1,5100,1,1,31,1,1,38.59,2.49,12.24,5.1,NA,0,0
31,1980,NA,1,7,0,0,1,5840,1,1,31,1,1,14.51,1.94,12.25,5.84,NA,0,0
31,1981,NA,1,7,0,0,1,5660,1,1,31,1,1,-3.08,1.9,12.27,5.66,NA,0,0
31,1982,NA,1,6,0,0,1,6590,1,1,31,1,1,16.43,2.34,12.3,6.59,NA,0,0
31,1983,NA,1,6,0,0,1,7120,1,1,31,1,1,8.04,2.28,12.32,7.12,NA,0,0
31,1984,NA,1,6,0,0,1,8240,1,1,31,1,1,15.73,2.23,12.34,8.24,NA,0,0
31,1985,NA,1,6,0,0,1,9010,1,1,31,1,1,9.34,1.31,12.35,9.01,NA,0,0
31,1986,1,2,6,0,0,1,9560,1,2,31,1,1,6.1,1.72,12.37,9.56,NA,0,0
31,1987,NA,1,6,0,0,1,10370,1,1,31,1,2,8.47,1.69,12.39,10.37,NA,0,0
31,1988,NA,1,6,0,0,1,10670,1,1,31,1,1,2.89,2.08,12.41,10.67,NA,0,0
31,1989,1,1,6,0,0,1,11120,1,1,31,1,1,4.22,2.04,12.43,11.12,NA,0,0
31,1990,1,1,6,0,0,1,11570,1,1,31,1,1,4.05,2,12.45,11.57,NA,0,0
31,1991,1,1,6,0,0,1,11790,1,1,31,1,1,1.9,1.57,12.46,11.79,NA,0,0
31,1992,1,1,7,0,0,1,12070,1,1,31,1,1,2.37,1.16,12.48,12.07,NA,0,0
31,1993,1,1,7,0,0,1,11500,1,1,31,1,1,-4.72,3.05,12.51,11.5,NA,0,0
40,1976,3,NA,1,0,1,0,857,3,3,40,NA,NA,NA,NA,16.06,0.86,0,0,1
40,1977,3,4,1,0,1,0,752,3,4,40,3,3,-12.25,1.25,16.07,0.75,0,0,1
40,1978,4,NA,2,0,1,0,1270,4,4,40,3,4,68.88,1.02,16.08,1.27,0,0,1
40,1979,3,3,2,0,1,0,1417,3,3,40,4,4,11.57,0.85,16.09,1.42,0,0,1
40,1980,3,3,2,0,1,0,1864,3,3,40,3,3,31.55,0.04,16.09,1.86,0,0,1
40,1981,3,3,2,0,1,0,1522,3,3,40,3,3,-18.35,0,16.09,1.52,0,0,1
40,1982,3,3,2,0,1,0,1180,3,3,40,3,3,-22.47,0.79,16.1,1.18,0,0,1
40,1983,3,3,2,0,1,0,1852,3,3,40,3,3,56.95,0.98,16.11,1.85,0,0,1
40,1984,3,3,2,0,1,0,1911,3,3,40,3,3,3.19,0.98,16.12,1.91,0,0,1
40,1985,3,3,2,0,1,0,1915,3,3,40,3,3,0.21,1.04,16.13,1.92,0,0,1
40,1986,3,4,2,0,1,0,1999,3,4,40,3,3,4.39,1,16.14,2,0,0,1
40,1987,3,3,2,0,1,0,1787,3,3,40,3,4,-10.61,0.87,16.15,1.79,0,0,1
40,1988,3,3,1,0,1,0,1673,3,3,40,3,3,-6.38,1.19,16.16,1.67,0,0,1
40,1989,3,3,1,0,1,0,1559,3,3,40,3,3,-6.81,1.08,16.17,1.56,0,0,1
40,1990,3,3,1,0,1,0,1444,3,3,40,3,3,-7.38,0.98,16.18,1.44,0,0,1
40,1991,3,3,1,0,1,0,1343,3,3,40,3,3,-6.99,1.04,16.19,1.34,0,0,1
40,1992,3,3,1,0,1,0,1249,3,3,40,3,3,-7,0.8,16.2,1.25,0,0,0
40,1993,3,3,1,0,1,0,1162,3,3,40,3,3,-6.97,1.64,16.21,1.16,0,0,0
41,1976,3,3,2,0,0,0,170,3,3,41,NA,NA,NA,NA,15.43,0.17,0,0,0
41,1977,4,3,1,0,0,0,180,4,3,41,3,3,5.88,1.68,15.44,0.18,0,0,0
41,1978,4,2,1,0,0,0,200,4,2,41,4,3,11.11,1.69,15.46,0.2,0,0,0
41,1979,3,3,2,0,0,0,220,3,3,41,4,2,10,1.7,15.48,0.22,0,0,0
41,1980,4,3,2,0,0,0,260,4,3,41,3,3,18.18,1.75,15.49,0.26,0,0,0
41,1981,3,3,1,0,0,0,270,3,3,41,4,3,3.85,1.77,15.51,0.27,0,0,0
41,1982,3,2,1,0,0,0,270,3,2,41,3,3,0,1.8,15.53,0.27,0,0,0
41,1983,3,3,1,0,0,0,280,3,3,41,3,2,3.7,1.84,15.55,0.28,0,0,0
41,1984,3,3,1,0,0,0,290,3,3,41,3,3,3.57,1.88,15.57,0.29,0,0,0
41,1985,3,3,1,1,0,0,320,3,3,41,3,3,10.34,1.93,15.58,0.32,0,0,0
41,1986,3,2,3,1,0,0,350,3,2,41,3,3,9.38,1.96,15.6,0.35,NA,0,0
41,1987,5,3,2,1,0,0,360,5,3,41,3,2,2.86,1.99,15.62,0.36,NA,0,0
41,1988,4,3,1,1,0,0,360,4,3,41,5,3,0,2,15.64,0.36,0,0,0
41,1989,3,3,1,1,0,0,360,3,3,41,4,3,0,2.01,15.66,0.36,0,0,0
41,1990,4,4,4,1,0,0,370,4,4,41,3,3,2.78,1.99,15.68,0.37,8,0,0
41,1991,4,5,1,1,0,0,380,4,5,41,4,4,2.7,1.87,15.7,0.38,8,0,0
41,1992,4,4,1,1,0,0,199,4,4,41,4,5,-47.63,1.85,15.72,0.2,0,0,0
41,1993,4,4,1,1,0,0,161,4,4,41,4,4,-19.1,-1.71,15.7,0.16,0,0,0
42,1976,3,2,4,0,0,0,760,3,2,42,NA,NA,NA,NA,15.46,0.76,1,0,0
42,1977,3,2,4,0,0,0,840,3,2,42,3,2,10.53,2.43,15.48,0.84,1,0,0
42,1978,3,2,6,0,0,0,900,3,2,42,3,2,7.14,2.41,15.51,0.9,6,0,0
42,1979,2,2,6,0,0,0,1010,2,2,42,3,2,12.22,2.43,15.53,1.01,6,0,0
42,1980,3,2,6,0,0,0,1090,3,2,42,2,2,7.92,2.45,15.56,1.09,6,0,0
42,1981,NA,2,6,0,0,0,1210,2,2,42,3,2,11.01,2.46,15.58,1.21,6,0,0
42,1982,NA,2,7,0,0,0,1260,2,2,42,2,2,4.13,2.48,15.6,1.26,7,0,0
42,1983,NA,1,7,0,0,0,1210,1,1,42,2,2,-3.97,2.46,15.63,1.21,7,0,0
42,1984,3,2,7,0,0,0,970,3,2,42,1,1,-19.83,2.38,15.65,0.97,7,0,0
42,1985,NA,1,7,0,0,0,780,1,1,42,3,2,-19.59,2.25,15.67,0.78,7,0,0
42,1986,3,2,7,0,0,0,750,3,2,42,1,1,-3.85,2.15,15.7,0.75,7,0,0
42,1987,3,2,7,0,0,0,760,3,2,42,3,2,1.33,2.04,15.72,0.76,7,0,0
42,1988,3,2,7,0,0,0,730,3,2,42,3,2,-3.95,1.97,15.74,0.73,7,0,0
42,1989,2,2,7,0,0,0,790,2,2,42,3,2,8.22,1.88,15.75,0.79,7,0,0
42,1990,2,2,6,0,0,0,820,2,2,42,2,2,3.8,1.81,15.77,0.82,7,0,0
42,1991,2,2,6,0,0,0,940,2,2,42,2,2,14.63,1.74,15.79,0.94,7,0,0
42,1992,2,2,6,0,0,0,1050,2,2,42,2,2,11.7,1.72,15.81,1.05,7,0,0
42,1993,2,2,5,0,0,0,1080,2,2,42,2,2,2.86,3.81,15.84,1.08,7,0,0
51,1976,2,2,7,0,0,1,1320,2,2,51,NA,NA,NA,NA,14.53,1.32,10,0,0
51,1977,2,2,6,0,0,1,1440,2,2,51,2,2,9.09,1.18,14.54,1.44,10,0,0
51,1978,NA,2,6,0,0,1,1430,2,2,51,2,2,-0.69,1.11,14.55,1.43,10,0,0
51,1979,NA,2,6,0,0,1,1260,2,2,51,2,2,-11.89,1.1,14.56,1.26,10,0,0
51,1980,NA,1,6,0,0,1,1140,1,1,51,2,2,-9.52,1.14,14.57,1.14,10,0,0
51,1981,NA,1,6,0,0,1,1260,1,1,51,1,1,10.53,1.17,14.58,1.26,10,0,0
51,1982,NA,1,6,0,0,1,1310,1,1,51,1,1,3.97,1.25,14.6,1.31,10,0,0
51,1983,NA,1,6,0,0,1,1330,1,1,51,1,1,1.53,1.19,14.61,1.33,10,0,0
51,1984,2,2,6,0,0,1,1160,2,2,51,1,1,-12.78,1.18,14.62,1.16,10,0,0
51,1985,2,2,6,0,0,1,920,2,2,51,2,2,-20.69,1.03,14.63,0.92,10,0,0
51,1986,2,2,6,0,0,1,890,2,2,51,2,2,-3.26,0.97,14.64,0.89,10,0,0
51,1987,1,2,6,0,0,1,990,1,2,51,2,2,11.24,0.88,14.65,0.99,10,0,0
51,1988,3,2,6,0,0,1,1190,3,2,51,1,2,20.2,0.83,14.66,1.19,10,0,0
51,1989,2,2,6,0,0,1,1440,2,2,51,3,2,21.01,0.78,14.67,1.44,10,0,0
51,1990,2,2,6,0,0,1,1580,2,2,51,2,2,9.72,0.73,14.67,1.58,10,0,0
51,1991,1,3,6,0,0,1,1490,1,3,51,2,2,-5.7,0.85,14.68,1.49,10,0,0
51,1992,3,3,6,0,0,1,1340,3,3,51,1,3,-10.07,0.84,14.69,1.34,10,0,0
51,1993,2,3,6,0,0,1,1390,2,3,51,3,3,3.73,5.3,14.74,1.39,10,0,0
52,1976,1,NA,6,0,0,1,2350,1,1,52,NA,NA,NA,NA,13.84,2.35,8,0,0
52,1977,1,NA,6,0,0,1,2860,1,1,52,1,1,21.7,1.37,13.85,2.86,8,0,0
52,1978,NA,NA,6,0,0,1,3320,NA,NA,52,1,1,16.08,1.35,13.87,3.32,8,0,0
52,1979,NA,2,6,0,0,1,3830,2,2,52,NA,NA,15.36,1.52,13.88,3.83,8,0,0
52,1980,NA,1,6,0,0,1,4620,1,1,52,2,2,20.63,1.41,13.89,4.62,8,0,0
52,1981,NA,1,6,0,0,1,5800,1,1,52,1,1,25.54,1.39,13.91,5.8,8,0,0
52,1982,NA,1,7,0,0,1,6620,1,1,52,1,1,14.14,1.46,13.92,6.62,8,0,0
52,1983,NA,1,7,0,0,1,6710,1,1,52,1,1,1.36,1.44,13.94,6.71,8,0,0
52,1984,NA,1,7,0,0,1,6390,1,1,52,1,1,-4.77,1.33,13.95,6.39,9,0,0
52,1985,1,1,7,0,0,1,7120,1,1,52,1,1,11.42,1.4,13.96,7.12,9,0,0
52,1986,1,1,7,0,0,1,5410,1,1,52,1,1,-24.02,1.38,13.98,5.41,9,0,0
52,1987,1,1,7,0,0,1,4250,1,1,52,1,1,-21.44,1.28,13.99,4.25,9,0,0
52,1988,2,1,7,0,0,1,3600,2,1,52,1,1,-15.29,1.26,14,3.6,9,0,0
52,1989,1,1,7,0,0,1,3460,1,1,52,2,1,-3.89,1.24,14.02,3.46,9,0,0
52,1990,2,2,7,0,0,1,3610,2,2,52,1,1,4.34,1.23,14.03,3.61,8,0,0
52,1991,2,2,7,0,0,1,3790,2,2,52,2,2,4.99,1.38,14.04,3.79,8,0,0
52,1992,1,2,7,0,0,1,3940,1,2,52,2,2,3.96,1.2,14.05,3.94,8,0,0
52,1993,2,2,7,0,0,1,3730,2,2,52,1,2,-5.33,2.52,14.08,3.73,8,0,0
53,1976,NA,NA,7,0,0,1,1730,NA,NA,53,NA,NA,NA,NA,12.41,1.73,NA,0,0
53,1977,NA,NA,7,0,0,1,1960,NA,NA,53,NA,NA,13.29,0.28,12.42,1.96,NA,0,0
53,1978,NA,1,7,0,0,1,2260,1,1,53,NA,NA,15.31,0.32,12.42,2.26,NA,0,0
53,1979,NA,1,7,0,0,1,2670,1,1,53,1,1,18.14,-0.56,12.42,2.67,NA,0,0
53,1980,NA,1,7,0,0,1,3140,1,1,53,1,1,17.6,1.05,12.43,3.14,NA,0,0
53,1981,NA,1,7,0,0,1,3530,1,1,53,1,1,12.42,0.32,12.43,3.53,NA,0,0
53,1982,1,1,7,0,0,1,3760,1,1,53,1,1,6.52,0.36,12.43,3.76,NA,0,0
53,1983,NA,1,7,0,0,1,4020,1,1,53,1,1,6.91,0.36,12.44,4.02,NA,0,0
53,1984,1,1,7,0,0,1,4440,1,1,53,1,1,10.45,0.36,12.44,4.44,NA,0,0
53,1985,NA,1,7,0,0,1,4670,1,1,53,1,1,5.18,0.32,12.44,4.67,NA,0,0
53,1986,1,1,7,0,0,1,5190,1,1,53,1,1,11.13,0.32,12.45,5.19,NA,0,0
53,1987,1,1,7,0,0,1,5330,1,1,53,1,1,2.7,0.28,12.45,5.33,NA,0,0
53,1988,NA,1,7,0,0,1,5780,1,1,53,1,1,8.44,0.31,12.45,5.78,NA,0,0
53,1989,1,1,7,0,0,1,6510,1,1,53,1,1,12.63,0.31,12.45,6.51,NA,0,0
53,1990,NA,1,7,0,0,1,6470,1,1,53,1,1,-0.61,0.19,12.46,6.47,NA,0,0
53,1991,1,1,7,0,0,1,6650,1,1,53,1,1,2.78,0.43,12.46,6.65,NA,0,0
53,1992,1,1,7,0,0,1,6540,1,1,53,1,1,-1.65,0.31,12.46,6.54,NA,0,0
53,1993,1,1,7,0,0,1,6240,1,1,53,1,1,-4.59,2.36,12.49,6.24,NA,0,0
55,1976,NA,NA,6,0,0,1,NA,NA,NA,55,NA,NA,NA,NA,11.34,NA,NA,0,0
55,1977,1,NA,6,0,0,1,NA,1,1,55,NA,NA,NA,1.01,11.35,NA,NA,0,0
55,1978,NA,NA,6,0,0,1,NA,NA,NA,55,1,1,NA,1.01,11.36,NA,NA,0,0
55,1979,2,3,4,1,0,1,NA,2,3,55,NA,NA,NA,1.01,11.37,NA,NA,0,0
55,1980,3,3,3,1,1,1,NA,3,3,55,2,3,NA,1.01,11.38,NA,NA,0,0
55,1981,3,3,2,1,1,1,NA,3,3,55,3,3,NA,0.92,11.39,NA,NA,0,0
55,1982,2,3,2,1,1,1,NA,2,3,55,3,3,NA,3.06,11.42,NA,NA,0,0
55,1983,4,4,1,1,1,1,1261,4,4,55,2,3,NA,1.54,11.43,1.26,NA,0,0
55,1984,2,1,3,0,0,1,1135,2,1,55,4,4,-9.99,0.87,11.44,1.14,NA,0,0
55,1985,1,1,6,0,0,1,1143,1,1,55,2,1,0.7,0.86,11.45,1.14,NA,0,0
55,1986,1,1,6,0,0,1,1320,1,1,55,1,1,15.49,-3.83,11.41,1.32,NA,0,0
55,1987,1,1,6,0,0,1,1520,1,1,55,1,1,15.15,0.11,11.41,1.52,NA,0,0
55,1988,1,1,6,0,0,1,1740,1,1,55,1,1,14.47,0.22,11.41,1.74,NA,0,0
55,1989,1,1,6,0,0,1,1920,1,1,55,1,1,10.34,0.11,11.42,1.92,NA,0,0
55,1990,1,1,6,0,0,1,2050,1,1,55,1,1,6.77,0.33,11.42,2.05,NA,0,0
55,1991,1,1,7,0,0,1,2300,1,1,55,1,1,12.2,0,11.42,2.3,NA,0,0
55,1992,1,1,7,0,0,1,2310,1,1,55,1,1,0.43,0,11.42,2.31,NA,0,0
55,1993,NA,1,7,0,0,1,2410,1,1,55,1,1,4.33,-1.1,11.41,2.41,NA,0,0
56,1976,NA,NA,NA,NA,NA,NA,420,NA,NA,56,NA,NA,NA,NA,11.17,0.42,NA,NA,NA
56,1977,NA,NA,NA,NA,NA,NA,470,NA,NA,56,NA,NA,11.9,0.56,11.18,0.47,NA,NA,NA
56,1978,NA,NA,NA,NA,NA,NA,560,NA,NA,56,NA,NA,19.15,0.7,11.19,0.56,NA,NA,NA
56,1979,NA,1,6,0,0,0,510,1,1,56,NA,NA,-8.93,0.69,11.19,0.51,NA,0,0
56,1980,NA,1,6,0,0,0,700,1,1,56,1,1,37.25,0.96,11.2,0.7,NA,0,0
56,1981,1,1,6,0,0,0,950,1,1,56,1,1,35.71,1.63,11.22,0.95,NA,0,0
56,1982,NA,1,6,0,0,0,1020,1,1,56,1,1,7.37,-0.27,11.22,1.02,NA,0,0
56,1983,NA,1,6,0,0,0,1020,1,1,56,1,1,0,-0.4,11.21,1.02,NA,0,0
56,1984,NA,1,6,0,0,0,1140,1,1,56,1,1,11.76,-0.4,11.21,1.14,NA,0,0
56,1985,NA,1,6,0,0,0,1230,1,1,56,1,1,7.89,-0.27,11.21,1.23,NA,0,0
56,1986,1,1,6,0,0,0,1410,1,1,56,1,1,14.63,-0.41,11.2,1.41,NA,0,0
56,1987,NA,1,6,0,0,0,1610,1,1,56,1,1,14.18,-0.41,11.2,1.61,NA,0,0
56,1988,NA,1,6,0,0,0,1850,1,1,56,1,1,14.91,-0.27,11.2,1.85,NA,0,0
56,1989,NA,1,6,0,0,0,1900,1,1,56,1,1,2.7,-0.41,11.19,1.9,NA,0,0
56,1990,NA,1,6,0,0,0,2230,1,1,56,1,1,17.37,-0.69,11.18,2.23,NA,0,0
56,1991,NA,1,6,0,0,0,2440,1,1,56,1,1,9.42,0,11.18,2.44,NA,0,0
56,1992,NA,1,6,0,0,0,2520,1,1,56,1,1,3.28,-0.14,11.18,2.52,NA,0,0
56,1993,NA,1,6,0,0,0,2680,1,1,56,1,1,6.35,22.39,11.39,2.68,NA,0,0
57,1976,NA,NA,NA,NA,NA,NA,370,NA,NA,57,NA,NA,NA,NA,11.45,0.37,NA,NA,NA
57,1977,NA,NA,NA,NA,NA,NA,390,NA,NA,57,NA,NA,5.41,1.07,11.46,0.39,NA,NA,NA
57,1978,NA,NA,NA,NA,NA,NA,450,NA,NA,57,NA,NA,15.38,1.05,11.47,0.45,NA,NA,NA
57,1979,NA,NA,NA,NA,NA,NA,500,NA,NA,57,NA,NA,11.11,1.04,11.48,0.5,NA,NA,NA
57,1980,NA,1,6,0,0,1,580,1,1,57,NA,NA,16,1.03,11.49,0.58,NA,0,0
57,1981,NA,1,6,0,0,1,700,1,1,57,1,1,20.69,0.92,11.5,0.7,NA,0,0
57,1982,NA,1,6,0,0,1,800,1,1,57,1,1,14.29,0.91,11.51,0.8,NA,0,0
57,1983,NA,1,6,0,0,1,900,1,1,57,1,1,12.5,0.9,11.52,0.9,NA,0,0
57,1984,NA,1,6,0,0,1,980,1,1,57,1,1,8.89,0.9,11.53,0.98,NA,0,0
57,1985,NA,1,6,0,0,1,1080,1,1,57,1,1,10.2,0.89,11.54,1.08,NA,0,0
57,1986,NA,1,6,0,0,1,1180,1,1,57,1,1,9.26,0.88,11.54,1.18,NA,0,0
57,1987,1,1,7,0,0,1,1290,1,1,57,1,1,9.32,0.97,11.55,1.29,NA,0,0
57,1988,1,1,7,0,0,1,1430,1,1,57,1,1,10.85,0.86,11.56,1.43,NA,0,0
57,1989,NA,1,7,0,0,1,1570,1,1,57,1,1,9.79,0.95,11.57,1.57,NA,0,0
57,1990,1,1,7,0,0,1,1730,1,1,57,1,1,10.19,0.85,11.58,1.73,NA,0,0
57,1991,1,1,7,0,0,1,1840,1,1,57,1,1,6.36,0.93,11.59,1.84,NA,0,0
57,1992,1,1,7,0,0,1,1990,1,1,57,1,1,8.15,0.83,11.6,1.99,NA,0,0
57,1993,1,1,7,0,0,1,2130,1,1,57,1,1,7.04,5.6,11.65,2.13,NA,0,0
59,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,11.65,NA,NA,NA,NA
59,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,2.01,11.67,NA,NA,NA,NA
59,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,1.97,11.69,NA,NA,NA,NA
59,1979,NA,1,6,0,0,1,694,1,1,59,NA,NA,NA,2.02,11.71,0.69,NA,0,0
59,1980,NA,1,6,0,0,1,896,1,1,59,1,1,29.11,2.06,11.73,0.9,NA,0,0
59,1981,NA,1,6,0,0,1,1024,1,1,59,1,1,14.29,2.02,11.75,1.02,NA,0,0
59,1982,NA,1,6,0,0,1,1112,1,1,59,1,1,8.59,1.98,11.77,1.11,NA,0,0
59,1983,NA,1,6,0,0,1,1206,1,1,59,1,1,8.45,2.02,11.79,1.21,NA,0,0
59,1984,NA,1,7,0,0,1,1325,1,1,59,1,1,9.87,2.05,11.81,1.33,NA,0,0
59,1985,NA,1,7,0,0,1,1462,1,1,59,1,1,10.34,2.01,11.83,1.46,NA,0,0
59,1986,NA,1,7,0,0,1,1771,1,1,59,1,1,21.14,2.05,11.85,1.77,NA,0,0
59,1987,NA,1,7,0,0,1,1940,1,1,59,1,1,9.54,2.08,11.87,1.94,NA,0,0
59,1988,NA,1,7,0,0,1,2210,1,1,59,1,1,13.92,2.11,11.89,2.21,NA,0,0
59,1989,NA,1,7,0,0,1,2450,1,1,59,1,1,10.86,1.86,11.91,2.45,NA,0,0
59,1990,NA,1,7,0,0,1,2590,1,1,59,1,1,5.71,1.21,11.92,2.59,NA,0,0
59,1991,NA,1,7,0,0,1,2690,1,1,59,1,1,3.86,1.8,11.94,2.69,NA,0,0
59,1992,NA,1,7,0,0,1,2920,1,1,59,1,1,8.55,1.57,11.95,2.92,NA,0,0
59,1993,NA,1,7,0,0,1,3040,1,1,59,1,1,4.11,3.16,11.98,3.04,NA,0,0
70,1976,3,2,4,0,0,0,1610,3,2,70,NA,NA,NA,NA,17.92,1.61,0,0,0
70,1977,3,3,4,0,0,0,1590,3,3,70,3,2,-1.24,2.73,17.95,1.59,0,0,0
70,1978,3,3,4,0,0,0,1690,3,3,70,3,3,6.29,2.61,17.97,1.69,1,0,0
70,1979,3,3,5,0,0,0,1940,3,3,70,3,3,14.79,2.52,18,1.94,1,0,0
70,1980,3,3,5,0,0,0,2460,3,3,70,3,3,26.8,2.45,18.02,2.46,1,0,0
70,1981,3,3,5,0,0,0,3170,3,3,70,3,3,28.86,2.37,18.04,3.17,1,0,0
70,1982,3,3,5,0,0,0,2910,3,3,70,3,3,-8.2,2.31,18.07,2.91,1,0,0
70,1983,3,2,5,0,0,0,2410,3,2,70,3,3,-17.18,2.23,18.09,2.41,1,0,0
70,1984,3,3,5,0,0,0,2240,3,3,70,3,2,-7.05,2.11,18.11,2.24,1,0,0
70,1985,3,3,4,0,0,0,2300,3,3,70,3,3,2.68,1.99,18.13,2.3,1,0,0
70,1986,3,3,4,0,0,0,1990,3,3,70,3,3,-13.48,1.89,18.15,1.99,1,0,0
70,1987,3,3,4,0,0,0,1870,3,3,70,3,3,-6.03,1.82,18.17,1.87,1,0,0
70,1988,3,3,5,0,0,0,1860,3,3,70,3,3,-0.53,1.77,18.18,1.86,1,0,0
70,1989,3,3,4,0,0,0,2180,3,3,70,3,3,17.2,1.75,18.2,2.18,1,0,0
70,1990,4,3,4,0,0,0,2640,4,3,70,3,3,21.1,1.76,18.22,2.64,1,0,0
70,1991,3,3,4,0,0,0,3080,3,3,70,4,3,16.67,1.94,18.24,3.08,1,0,0
70,1992,3,3,4,0,0,0,3470,3,3,70,3,3,12.66,1.99,18.26,3.47,1,0,0
70,1993,3,4,4,0,0,0,3750,3,4,70,3,3,8.07,7.81,18.33,3.75,1,0,0
90,1976,4,4,4,0,0,0,670,4,4,90,NA,NA,NA,NA,15.64,0.67,1,0,0
90,1977,5,3,4,0,0,0,790,5,3,90,4,4,17.91,2.79,15.67,0.79,1,0,0
90,1978,5,3,5,0,0,0,910,5,3,90,5,3,15.19,2.8,15.69,0.91,0,1,0
90,1979,5,3,5,0,0,0,1040,5,3,90,5,3,14.29,2.81,15.72,1.04,0,1,0
90,1980,5,4,3,0,0,0,1130,5,4,90,5,3,8.65,2.82,15.75,1.13,0,1,0
90,1981,5,4,2,0,0,0,1210,5,4,90,5,4,7.08,2.83,15.78,1.21,0,1,0
90,1982,5,4,2,1,0,0,1190,5,4,90,5,4,-1.65,2.84,15.81,1.19,0,1,0
90,1983,5,4,2,1,0,0,1170,5,4,90,5,4,-1.68,2.84,15.83,1.17,0,1,0
